No.,Kabupaten/Kota,Province,Institution,item_title, quantity ,unit,Realisasi Program,Year,Valid,Tautan,item_title,item_title_english
202,Batam,Kepulauan Riau,PT Pertamina Patra Niaga,PT Pertamina Patra Niaga DPPU Hang 0dim Resmikan Program CSR Pemberdayaan Masyarakat di Batam ,3300,seedlings,3300 bibit mangrove ditanam,2022,√,https://republiknews.co.id/pt-pertamina-patra-niaga-dppu-hang-nadim-resmikan-program-csr-pemberdayaan-masyarakat-di-batam/,PT Pertamina Patra Niaga DPPU Hang 0dim Resmikan Program CSR Pemberdayaan Masyarakat di Batam ,PT Pertamina Patra Niaga DPPU Hang Nadim Inaugurates CSR Community Empowerment Program in Batam
203,Bintan,Kepulauan Riau,Traveloka dan Yayasan CARE Peduli,Kolaborasi Traveloka dan CARE Indonesia perkuat proteksi ekosistem mangrove di Pulau Bintan ,50000,seedlings,50000 bibit mangrove ditanam,2024,√,https://kepri.antaranews.com/berita/205366/kolaborasi-traveloka-dan-care-indonesia-perkuat-proteksi-ekosistem-mangrove-di-pulau-bintan,Kolaborasi Traveloka dan CARE Indonesia perkuat proteksi ekosistem mangrove di Pulau Bintan ,Traveloka and CARE Indonesia Collaborate to Strengthen Mangrove Ecosystem Protection in Bintan Island
204,Kota Tanjungpinang,Kepulauan Riau,Sekolah Tinggi Agama Islam Negeri (STAIN) Sultan Abdurrahman,GenBI STAIN Sultan Abdurrahman Kepulauan Riau Tanam 500 Pohon Mangrove di Pulau Dompak,500,seedlings,500 bibit mangrove ditanam,2024,√,https://stainkepri.ac.id/berita/1752-genbi-stain-sultan-abdurrahman-kepulauan-riau-tanam-500-pohon-mangrove-di-pulau-dompak.html,GenBI STAIN Sultan Abdurrahman Kepulauan Riau Tanam 500 Pohon Mangrove di Pulau Dompak,GenBI STAIN Sultan Abdurrahman Riau Islands Plants 500 Mangroves in Dompak Island
205,Kota Tanjungpinang,Kepulauan Riau,Meratus dan Carbon Ethic,"Meratus Tanam 3000 Mangrove di Kawasan Konservasi Bintan, Tanjung Pinang",3000,seedlings,3000 bibit mangrove ditanam,2022,√,https://www.meratus.com/id/guest/news/detail/34/meratus-plants-3000-mangroves-in-bintan-conservation-area,"Meratus Tanam 3000 Mangrove di Kawasan Konservasi Bintan, Tanjung Pinang","Meratus Plants 3,000 Mangroves in Bintan Conservation Area, Tanjung Pinang"
206,Lampung Selatan,Lampung,PT Tunas Dwipa Matra (TDM) Lampung,"Program Sinergi Bumi Lampung Hijau Bareng Honda, TDM Tanam Ribuan Bibit Pohon Mangrove di Ketapang Lampung Selatan",2000,seedlings,2000 bibit mangrove ditanam,2025,√,https://lampungpro.co/news/program-sinergi-bumi-lampung-hijau-bareng-honda-tdm-tanam-ribuan-bibit-pohon-mangrove-di-ketapang-lampung-selatan,"Program Sinergi Bumi Lampung Hijau Bareng Honda, TDM Tanam Ribuan Bibit Pohon Mangrove di Ketapang Lampung Selatan","Synergy Program for Green Lampung Earth with Honda, TDM Plants Thousands of Mangrove Seedlings in Ketapang, South Lampung"
207,Lampung Selatan,Lampung,Bakrie Group,"Setelah Bekasi, Bakrie Amanah Lakukan Program Penanaman Pohon Mangrove di Lampung Selatan ",1000,seedlings,1000 bibit mangrove ditanam,2022,√,https://news.republika.co.id/berita/rh23j0459/setelah-bekasi-bakrie-amanah-lakukan-program-penanaman-pohon-mangrove-di-lampung-selatan,"Setelah Bekasi, Bakrie Amanah Lakukan Program Penanaman Pohon Mangrove di Lampung Selatan ","After Bekasi, Bakrie Amanah Implements Mangrove Planting Program in South Lampung"
208,Lampung Timur,Lampung,PT Pertamina Hulu Energi OSES,"Pertamina Hulu Energi Berinovasi Membuat Appostraps, Tangkal Abrasi di Pesisir Pantai",105000,seedlings,105000 bibit mangrove ditanam,2025,√,https://swa.co.id/read/459470/pertamina-hulu-energi-berinovasi-membuat-appostraps-tangkal-abrasi-di-pesisir-pantai,"Pertamina Hulu Energi Berinovasi Membuat Appostraps, Tangkal Abrasi di Pesisir Pantai",Pertamina Hulu Energi Innovates Appostraps to Prevent Coastal Abrasion
209,Lampung Timur,Lampung,PT Perusahaan Gas Negara (PGN) Tbk,PGN Tanam 1.000 pohon mangrove di objek wisata Pandan Alas Lampung,1000,seedlings,1000 bibit mangrove ditanam,2022,√,https://www.antaranews.com/berita/3289215/pgn-tanam-1000-pohon-mangrove-di-objek-wisata-pandan-alas-lampung,PGN Tanam 1.000 pohon mangrove di objek wisata Pandan Alas Lampung,"PGN Plants 1,000 Mangroves at Pandan Alas Tourism Site, Lampung"
210,Lampung Timur,Lampung,Springhill Bandar Lampung dan Golden Tulip Springhill Bandar Lampung bekerja sama dengan MNC Peduli,Springhill Bandar Lampung & Golden Tulip Springhill Tanam Mangrove ,20000,seedlings,20000 bibit mangrove ditanam,2024,√,https://travel.detik.com/travel-news/d-7624168/springhill-bandar-lampung-golden-tulip-springhill-tanam-mangrove,Springhill Bandar Lampung & Golden Tulip Springhill Tanam Mangrove ,Springhill Bandar Lampung & Golden Tulip Springhill Plant Mangroves
211,Pesawaran,Lampung,PT PLN (Persero) UID Lampung,"Lestarikan Hutan Mangrove, PLN Lampung Diganjar IGA Awards",4000,seedlings,4000 bibit mangrove ditanam,2021,√,https://lampung.idntimes.com/news/lampung/lestarikan-hutan-mangrove-pln-lampung-diganjar-iga-awards-2023-00-jx8f8-jydp7w,"Lestarikan Hutan Mangrove, PLN Lampung Diganjar IGA Awards","Preserving Mangrove Forests, PLN Lampung Wins IGA Awards"
212,Pesawaran,Lampung,PT Bukit Asam Tbk dan KTH Bina Jaya Lestari,"Konsisten Berdayakan Masyarakat, Bukit Asam (PTBA) Raih Anugerah CSR Award dari Pemprov Lampung ",40000,seedlings,40000 bibit mangrove ditanam,2022-2025,√,https://www.ptba.co.id/berita/konsisten-berdayakan-masyarakat-bukit-asam-ptba-raih-anugerah-csr-award-dari-pemprov-lampung-2200,"Konsisten Berdayakan Masyarakat, Bukit Asam (PTBA) Raih Anugerah CSR Award dari Pemprov Lampung ","Consistently Empowering Communities, Bukit Asam (PTBA) Wins CSR Award from Lampung Provincial Government"
213,Pesawaran,Lampung,PT Pelindo Terminal Petikemas,Pelindo Petikemas Aktif Lakukan CSR untuk Masyarakat Sekitar Pelabuhan ,55000,seedlings,55000 bibit mangrove ditanam selama tahun 2024,2024,√,https://www.cnbcindonesia.com/news/20250416162843-4-626550/pelindo-petikemas-aktif-lakukan-csr-untuk-masyarakat-sekitar-pelabuhan,Pelindo Petikemas Aktif Lakukan CSR untuk Masyarakat Sekitar Pelabuhan ,Pelindo Container Actively Conducts CSR for Port Community
214,Maluku Tenggara,Maluku,Garuda Indonesia dan Tim KKN-PPM UGM,Garuda Gandeng UGM Berdayakan Masyarakat Maluku Tenggara,4334,seedlings,4334 bibit mangrove ditanam,2023-2024,√,https://investor.id/business/371333/garuda-gandeng-ugm-berdayakan-masyarakat-maluku-tenggara,Garuda Gandeng UGM Berdayakan Masyarakat Maluku Tenggara,Garuda Collaborates with UGM to Empower Communities in Southeast Maluku
215,Halmahera Tengah,Maluku Utara,PT Indonesia Weda Bay Industrial Park (IWIP),Indonesia Weda Bay Industrial Park Tanam Satu Juta Mangrove,30000,seedlings,30000 bibit mangrove ditanam,2024-2025,√,https://kabarkansaja.id/2024/10/22/indonesia-weda-bay-industrial-park-tanam-satu-juta-mangrove/,Indonesia Weda Bay Industrial Park Tanam Satu Juta Mangrove,Indonesia Weda Bay Industrial Park Plants One Million Mangroves
216,Kota Tidore Kepulauan,Maluku Utara,Telkomsel,Telkomsel Ternate Maknai HUT Telkomsel ke 29 dengan Program CSR Jaga Bumi Penanaman Pohon Mangrove,400,seedlings,400 bibit mangrove ditanam,2024,√,https://ternate.tribunnews.com/2024/06/08/telkomsel-ternate-maknai-hut-telkomsel-ke-29-dengan-program-csr-jaga-bumi-penanaman-pohon-mangrove,Telkomsel Ternate Maknai HUT Telkomsel ke 29 dengan Program CSR Jaga Bumi Penanaman Pohon Mangrove,Telkomsel Ternate Commemorates Telkomsel’s 29th Anniversary with CSR Program “Care for Earth” Mangrove Planting
217,Ternate,Maluku Utara,PT Pertamina Patraniaga Fuel Terminal Ternate,Penanaman Mangrove di Pantai Dowora Rangkaian Hari Nusantara ,300,seedlings,300 bibit mangrove ditanam,2023,√,https://www.antaranews.com/berita/3403395/pertamina-gandeng-warga-tanam-300-pohon-mangrove-di-malut,Penanaman Mangrove di Pantai Dowora Rangkaian Hari Nusantara ,Mangrove Planting at Dowora Beach as Part of Nusantara Day
218,Ternate,Maluku Utara,Pangkalan Angkatan Laut Ternate,"Rangkul Masyarakat Trenggalek Menuju Net Zero Emission, PLN Aksi Tanam Mangrove di Pancer Cengkrong ",1000,seedlings,1000 bibit mangrove ditanam,2023,√,https://rri.co.id/,"Rangkul Masyarakat Trenggalek Menuju Net Zero Emission, PLN Aksi Tanam Mangrove di Pancer Cengkrong ","Engaging Trenggalek Community Towards Net Zero Emissions, PLN Mangrove Planting Action at Pancer Cengkrong"
219,Lombok,Nusa Tenggara Barat,AMOREPACIFIC,"AMOREPACIFIC untuk Bumi Indonesia, Tanam Seribu Mangrove ",1000,seedlings,1000 bibit mangrove ditanam,2025,√,https://swa.co.id/read/460885/amorepacific-untuk-bumi-indonesia-tanam-seribu-mangrove,"AMOREPACIFIC untuk Bumi Indonesia, Tanam Seribu Mangrove ","AMOREPACIFIC for Indonesia’s Earth, Plants One Thousand Mangroves"
220,Sumbawa,Nusa Tenggara Barat,PT Sumitomo Indonesia dan PT GSI,"Hiroshi, Presdir Sumitomo: Kami Terus Menanam Mangrove di Pesisir Sumbawa ",155000,seedlings,155000 bibit mangrove ditanam,2022-2023,√,https://www.samawarea.com/2023/06/hiroshi-presdir-sumitomo-kami-terus-menanam-mangrove-di-pesisir-sumbawa/,"Hiroshi, Presdir Sumitomo: Kami Terus Menanam Mangrove di Pesisir Sumbawa ","Hiroshi, President Director of Sumitomo: We Continue Planting Mangroves on the Coast of Sumbawa"
221,Kupang,Nusa Tenggara Timur,PT PLN (Persero),"PLN Tanam Ribuan Mangrove, Rehabilitasi Pesisir Tanah Merah dan Menipo di NTT ",1000,seedlings,1000 bibit mangrove ditanam,2024,√,https://web.pln.co.id/media/siaran-pers/2024/03/pln-tanam-ribuan-mangrove-rehabilitasi-pesisir-tanah-merah-dan-menipo-di-ntt,"PLN Tanam Ribuan Mangrove, Rehabilitasi Pesisir Tanah Merah dan Menipo di NTT ","PLN Plants Thousands of Mangroves, Rehabilitates Tanah Merah and Menipo Coasts in NTT"
222,Manggarai Barat,Nusa Tenggara Timur,PT Mitra Pinasthika Mustika Tbk dan PT. Mitra Pinasthika Mulia (MPM Honda Jatim),"Lawan Global Warming, MPMX Lakukan Rehabilitasi Mangrove dan Sebar Bibit Kepiting Bakau di NTT",30000,seedlings,30000 bibit mangrove ditanam,2022-2023,√,https://www.otojatim.com/2023/06/lawan-global-warming-mpmx-lakukan.html,"Lawan Global Warming, MPMX Lakukan Rehabilitasi Mangrove dan Sebar Bibit Kepiting Bakau di NTT","Fighting Global Warming, MPMX Rehabilitates Mangroves and Releases Mangrove Crab Seedlings in NTT"
223,Sikka,Nusa Tenggara Timur,Kantor Pelayanan Pajak (KPP) Pratama Maumere,KPP Pratama Maumere Tanam Bakau di Mangrove Sikka ,100,seedlings,100 bibit mangrove ditanam bakau,2025,√,https://rri.co.id/,KPP Pratama Maumere Tanam Bakau di Mangrove Sikka ,KPP Pratama Maumere Plants Mangroves in Sikka
224,Sorong,Papua Barat Daya,Pertamina RU VII Kasim,Pertami0 RU VII Kasim Rayakan HUT ke 76 RI Dengan Menanam Mangrove Dan Pohon Jati Papua,400,seedlings,400 bibit mangrove ditanam,2021,√,https://sorongnews.com/pertamina-ru-vii-kasim-rayakan-hut-ke-76-ri-dengan-menanam-mangrove-dan-pohon-jati-papua/,Pertami0 RU VII Kasim Rayakan HUT ke 76 RI Dengan Menanam Mangrove Dan Pohon Jati Papua,Pertamina RU VII Kasim Celebrates 76th Indonesian Independence Day by Planting Mangroves and Teak Trees in Papua
225,Bengkalis,Riau,Pertamina Foundation dan Sobat Bumi STAI Susha Siak ,Aksi Sobat Bumi STAI Susha Siak 2025: Tanam 200 Pohon Mangrove dan Dorong Ketahanan Pangan,200,seedlings,200 bibit mangrove ditanam,2025,√,https://www.riau24.com/berita/baca/1757299818-aksi-sobat-bumi-stai-susha-siak-2025-tanam-200-pohon-mangrove-dan-dorong-ketahanan-pangan,Aksi Sobat Bumi STAI Susha Siak 2025: Tanam 200 Pohon Mangrove dan Dorong Ketahanan Pangan,Sobat Bumi STAI Susha Siak 2025 Action: Planting 200 Mangroves and Promoting Food Security
226,Dumai,Riau,Apical Group dan Forkopimda Dumai,Apical Group Tanam 2000 Batang Mangrove di Pesisir Pantai Dumai Berita Riau Terkini,2000,seedlings,2000 bibit mangrove ditanam,2024,√,https://riauheadline.com/Lingkungan/Apical-Group-Tanam-2000-Batang-Mangrove-di-Pesisir-Pantai-Dumai,Apical Group Tanam 2000 Batang Mangrove di Pesisir Pantai Dumai Berita Riau Terkini,"Apical Group Plants 2,000 Mangroves on Dumai Coast"
227,Dumai,Riau,PT Pertamina Gas Operation Dumai Area,Pertamina Gas Tanam 2000 Mangrove di Hari Lingkungan Hidup Sedunia,2000,seedlings,2000 bibit mangrove ditanam,2022,√,https://www.cakaplah.com/berita/baca/85539/2022/06/06/pertamina-gas-tanam-2000-mangrove-di-hari-lingkungan-hidup-sedunia#sthash.rHk9DitK.dpbs,Pertamina Gas Tanam 2000 Mangrove di Hari Lingkungan Hidup Sedunia,"Pertamina Gas Plants 2,000 Mangroves on World Environment Day"
228,Indragiri Hilir,Riau,DKP Provinsi Riau dan POKMASWAS Igal Bertuah,DKP Provinsi Riau Tanam Mangrove bersama POKMASWAS IGAL BERTUAH Di Desa Igal Kecamatan Mandah Kabupaten Indragiri Hilir,19200,seedlings,19200 bibit mangrove ditanam,2023,√,https://dkp.riau.go.id/web/berita_dinas/detail/270/dinas/dkp-provinsi-riau-tanam-mangrove-bersama-pokmaswas-igal-bertuah-di-desa-igal-kecamatan-mandah-kabupaten-indragiri-hilir,DKP Provinsi Riau Tanam Mangrove bersama POKMASWAS IGAL BERTUAH Di Desa Igal Kecamatan Mandah Kabupaten Indragiri Hilir,"Riau Provincial DKP Plants Mangroves with POKMASWAS IGAL BERTUAH in Igal Village, Indragiri Hilir"
229,Indragiri Hilir,Riau,PT Pulau Sambu (Sambu Group),Penanaman Bibit Mangrove di Pesisir Pantai Desa Air Tawar Riau Saat Peringatan Hari Lingkungan Hidup Sedunia 2025,1400,seedlings,1400 bibit mangrove ditanam,2025,√,https://www.liputan6.com/news/read/206742/penanaman-bibit-mangrove-di-pesisir-pantai-desa-air-tawar-riau-saat-peringatan-hari-lingkungan-hidup-sedunia-2025?page=2,Penanaman Bibit Mangrove di Pesisir Pantai Desa Air Tawar Riau Saat Peringatan Hari Lingkungan Hidup Sedunia 2025,"Mangrove Seedling Planting on Air Tawar Coast, Riau, During 2025 World Environment Day"
230,Pasangkayu,Sulawesi Barat,PT Letawa,"Sinergitas Inisiasimuda dan PT Letawa, Kolaborasi Nyata dari Desa untuk Lingkungan",1500,seedlings,1500 bibit mangrove ditanam,2023-2025,√,https://www.astra-agro.co.id/id/2025/06/08/sinergitas-inisiasimuda-dan-pt-letawa-kolaborasi-nyata-dari-desa-untuk-lingkungan/,"Sinergitas Inisiasimuda dan PT Letawa, Kolaborasi Nyata dari Desa untuk Lingkungan","Synergy Between Inisiasimuda and PT Letawa, Real Collaboration from Village for Environment"
231,Pasangkayu,Sulawesi Barat,"PT Astra Agro Lestari (AAL) Areal Celebes 1 dan anak usahanya, PT Letawa,  PT Mamuang, PT Pasangkayu, PT Tanjung Sarana Lestari (TSL), PT Surya Raya Lestari (SRL) 1 dan 2","Rangkaian HUT Sulbar, Kolaborasi Astra Agro Lestari Menanam Mangrove 1.500 Pohon ",1500,seedlings,1500 bibit mangrove ditanam,2024,√,https://www.lintasnewsmedia.id/rangkaian-hut-sulbar-kolaborasi-astra-agro-lestari-menanam-mangrove-1-500-pohon/,"Rangkaian HUT Sulbar, Kolaborasi Astra Agro Lestari Menanam Mangrove 1.500 Pohon ","Series of West Sulawesi Anniversary, Astra Agro Lestari Plants 1,500 Mangroves"
232,Kota Makassar,Sulawesi Selatan,PT Bussan Auto Finance bersama LindungiHutan,BAF Donasikan 20.000 Bibit Pohon Bakau di Enam Pesisir Pantai di Indonesia ,4150,seedlings,4150 bibit mangrove ditanam,2023,√,https://kalteng.co/bisnis/baf-donasikan-20-000-bibit-pohon-bakau-di-enam-pesisir-pantai-di-indonesia/,BAF Donasikan 20.000 Bibit Pohon Bakau di Enam Pesisir Pantai di Indonesia ,"BAF Donates 20,000 Mangrove Seedlings Across Six Coastal Areas in Indonesia"
233,Luwu,Sulawesi Selatan,PT Taspen,DLH Luwu dan PT Taspen Tanam 1.700 Mangrove di Desa Seppong untuk Cegah Abrasi ,1700,seedlings,1700 bibit mangrove ditanam,2025,√,https://spiritkita.com/penanaman-mangrove-luwu-dlh-taspen/,DLH Luwu dan PT Taspen Tanam 1.700 Mangrove di Desa Seppong untuk Cegah Abrasi ,"DLH Luwu and PT Taspen Plant 1,700 Mangroves in Seppong Village to Prevent Abrasion"
234,Makassar,Sulawesi Selatan,PT Midi Utama Indonesia atau Alfamidi,Alfamidi Tanam Ribuan Pohon di Wisata Mangrove Lantebung Makassar ,3000,seedlings,3000 bibit mangrove ditanam,2024,√,https://pluz.id/2024/08/03/alfamidi-tanam-ribuan-pohon-di-wisata-mangrove-lantebung-makassar/,Alfamidi Tanam Ribuan Pohon di Wisata Mangrove Lantebung Makassar ,Alfamidi Plants Thousands of Trees at Lantebung Mangrove Tourism in Makassar
235,Makassar,Sulawesi Selatan,PT Pertamina Trans Kontinental (PTK),"Dukung Ekosistem Karbon Biru, Pertamina Trans Kontinental Gelar 'Green Mangrove Action Program' di Makassar ",2023,seedlings,2023 bibit mangrove ditanam,2023,√,https://voi.id/ekonomi/315851/dukung-ekosistem-karbon-biru-pertamina-trans-kontinental-gelar-green-mangrove-action-program-di-makassar,"Dukung Ekosistem Karbon Biru, Pertamina Trans Kontinental Gelar 'Green Mangrove Action Program' di Makassar ","Supporting Blue Carbon Ecosystem, Pertamina Trans Kontinental Holds “Green Mangrove Action Program” in Makassar"
236,Makassar,Sulawesi Selatan,PT Bursa Efek Indonesia (BEI),"Gelar Aksi CSR, BEI Tanam 1.000 Bibit Mangrove di Pesisir Untia Makassar ",1000,seedlings,1000 bibit mangrove ditanam,2024,√,https://pasardana.id/news/2024/7/13/gelar-aksi-csr-bei-tanam-1000-bibit-mangrove-di-pesisir-untia-makassar/,"Gelar Aksi CSR, BEI Tanam 1.000 Bibit Mangrove di Pesisir Untia Makassar ","CSR Action, IDX Plants 1,000 Mangroves on Untia Coast, Makassar"
237,Makassar,Sulawesi Selatan,PT Pertamina Trans Kontinental (PTK),Merawat Mangrove Demi Keberlanjutan Energi Hijau dan Kehidupan Nelayan Pesisir ,2045,seedlings,2045 bibit mangrove ditanam,2024,√,https://sindomakassar.com/view/496/merawat-mangrove-demi-keberlanjutan-energi-hijau-dan-kehidupan-nelayan-pesisir-1730247037,Merawat Mangrove Demi Keberlanjutan Energi Hijau dan Kehidupan Nelayan Pesisir ,Caring for Mangroves for Green Energy Sustainability and Coastal Fishermen’s Livelihoods
238,Makassar,Sulawesi Selatan,PT Citilink Indonesia,"Tanam 1.000 Pohon Mangrove di Pesisir Untia, Citilink Dorong Pelestarian Alam ",1000,seedlings,1000 bibit mangrove ditanam,2022,√,https://www.detik.com/sulsel/berita/d-6359483/tanam-1-000-pohon-mangrove-di-pesisir-untia-citilink-dorong-pelestarian-alam,"Tanam 1.000 Pohon Mangrove di Pesisir Untia, Citilink Dorong Pelestarian Alam ","Planting 1,000 Mangroves on Untia Coast, Citilink Promotes Nature Conservation"
239,Pangkajene Kepulauan,Sulawesi Selatan,"Ikatan Alumni (IKA) Teknik Universitas Hasanuddin, PT Semen Tonasa","IKA Teknik Unhas dan Mitra Tanam Ribuan Mangrove di Pesisir Pangkep, Sapri Pamulu: Simbol Kepedulian Lingkungan ",20000,seedlings,20000 bibit mangrove ditanam,2025,√,https://makassar.terkini.id/ika-teknik-unhas-dan-mitra-tanam-ribuan-mangrove-di-pesisir-pangkep-sapri-pamulu-simbol-kepedulian-lingkungan/,"IKA Teknik Unhas dan Mitra Tanam Ribuan Mangrove di Pesisir Pangkep, Sapri Pamulu: Simbol Kepedulian Lingkungan ","IKA Engineering Unhas and Partners Plant Thousands of Mangroves in Pangkep Coast, Sapri Pamulu: A Symbol of Environmental Concern"
240,Pangkajene Kepulauan,Sulawesi Selatan,Indosat Ooredoo Hutchison,Indosat Tanam 5.600 Mangrove di Bulu Cindea Pangkep Pakai Teknologi Sensor ,5600,seedlings,5600 bibit mangrove ditanam,2023,√,https://makassar.terkini.id/indosat-tanam-5-600-mangrove-di-bulu-cindea-pangkep-pakai-teknologi-sensor/,Indosat Tanam 5.600 Mangrove di Bulu Cindea Pangkep Pakai Teknologi Sensor ,"Indosat Plants 5,600 Mangroves in Bulu Cindea, Pangkep, Using Sensor Technology"
241,Pangkajene Kepulauan,Sulawesi Selatan, PT Semen Tonasa,"Inovasi Penaman Mangrove, Semen Tonasa Gu0kan Selongsong Bambu di Tiga Pulau Pangkep ",10000,seedlings,10000 bibit mangrove ditanam,2024,√,https://www.simpulrakyat.co.id/2024/09/inovasi-penanaman-mangrove-semen-tonasa-gunakan-selongsong-bambu-di-tiga-pulau-pangkep.html,"Inovasi Penaman Mangrove, Semen Tonasa Gu0kan Selongsong Bambu di Tiga Pulau Pangkep ","Mangrove Planting Innovation, Semen Tonasa Uses Bamboo Sleeves on Three Islands in Pangkep"
242,Palu,Sulawesi Tengah, PT Indonesia Morowali Industrial Park (IMIP),"Aksi Nyata IMIP di Environmental Fest 2025, Ini yang Mereka Lakukan! ",200,seedlings,200 bibit mangrove ditanam,2025,√,https://kaidah.id/headline/read/15551/aksi-nyata-imip-di-environmental-fest-2025-ini-yang-mereka-lakukan/,"Aksi Nyata IMIP di Environmental Fest 2025, Ini yang Mereka Lakukan! ","IMIP’s Real Action at Environmental Fest 2025, Here’s What They Did!"
243,Baubau,Sulawesi Tenggara, PLTMG Baubau,"Cegah Abrasi di Pesisir Sulawesi Tenggara, PLTMG Baubau Tanam 550 Bibit Mangrove ",10000,seedlings,10000 bibit mangrove ditanam ,2025,√,https://finansialfokus.com/detail/344944/cegah-abrasi-di-pesisir-sulawesi-tenggara-pltmg-baubau-tanam-550-bibit-mangrove,"Cegah Abrasi di Pesisir Sulawesi Tenggara, PLTMG Baubau Tanam 550 Bibit Mangrove ","Preventing Coastal Abrasion in Southeast Sulawesi, PLTMG Baubau Plants 550 Mangroves"
244,Konawe Kepulauan,Sulawesi Tenggara,PT Gema Kreasi Perdana (GKP),"Peringati Hari Lingkungan Hidup Sedunia, PT GKP Lakukan Bersih Desa dan Penanaman Mangrove",8000,seedlings,8000 bibit mangrove ditanam,2025,√,https://www.gemakreasi.com/media/news/detail/peringati-hari-lingkungan-hidup-sedunia-pt-gkp-lakukan-bersih-desa-dan-penanaman-mangrove,"Peringati Hari Lingkungan Hidup Sedunia, PT GKP Lakukan Bersih Desa dan Penanaman Mangrove","Commemorating World Environment Day, PT GKP Holds Village Clean-Up and Mangrove Planting"
245,Konawe Selatan,Sulawesi Tenggara,PT DSSP Power Kendari ,"Mitigasi Perubahan Iklim, PT DSSP Power Kendari Tanam 30 Ribu Mangrove ",30000,seedlings,30000 bibit mangrove ditanam,2021-2023,√,https://rri.co.id/daerah/605975/mitigasi-perubahan-iklim-pt-dssp-power-kendari-tanam-30-ribu-mangrove,"Mitigasi Perubahan Iklim, PT DSSP Power Kendari Tanam 30 Ribu Mangrove ","Climate Change Mitigation, PT DSSP Power Kendari Plants 30 Thousand Mangroves"
246,Konawe Utara,Sulawesi Tenggara,PT ANTAM Tbk (ANTAM),ANTAM Sultra Giatkan Restorasi Ekosistem pada Hari Lingkungan Hidup Sedunia 2021,2000,seedlings,2000 bibit mangrove ditanam,2021,√,https://www.antam.com/id/esg-activities-detail/antam-promotes-ecosystem-restoration-on-world-environment-day-2021-in-southeast-sulawesi,ANTAM Sultra Giatkan Restorasi Ekosistem pada Hari Lingkungan Hidup Sedunia 2021,ANTAM Southeast Sulawesi Promotes Ecosystem Restoration on World Environment Day 2021
247,Konawe Utara,Sulawesi Tenggara,PT Daaz Bara Lestari Tbk (Daaz Group),Daaz Group tanam 5 ribu mangrove jaga  pelestarian lingkungan di pesisir ,5000,seedlings,5000 bibit mangrove ditanam,2025,√,https://sultra.antaranews.com/berita/512001/daaz-group-tanam-5-ribu-mangrove-jaga-pelestarian-lingkungan-di-pesisir,Daaz Group tanam 5 ribu mangrove jaga  pelestarian lingkungan di pesisir ,"Daaz Group Plants 5,000 Mangroves to Preserve the Coastal Environment"
248,Wakatobi,Sulawesi Tenggara,PT PLN (Persero) Unit Induk Distribusi (UID) Sulselrabar,"Dukung pertahankan ekosistem, PLN tanam 5.000 mangrove di Sulawesi Tenggara",5000,seedlings,5000 bibit mangrove ditanam,2022,√,https://sultra.antaranews.com/berita/434665/dukung-pertahankan-ekosistem-pln-tanam-5000-mangrove-di-sulawesi-tenggara,"Dukung pertahankan ekosistem, PLN tanam 5.000 mangrove di Sulawesi Tenggara","Supporting Ecosystem Preservation, PLN Plants 5,000 Mangroves in Southeast Sulawesi"
249,Bitung,Sulawesi Utara,Pertamina Patra Niaga Integrated Terminal,Pertamina Gelar Aksi Gelar Aksi Bersih Pantai & Tanam Mangrove... ,200,seedlings,200 bibit mangrove ditanam,2025,√,https://sindomakassar.com/read/news/17986/pertamina-gelar-aksi-gelar-aksi-bersih-pantai-tanam-mangrove-di-bitung-1748689523,Pertamina Gelar Aksi Gelar Aksi Bersih Pantai & Tanam Mangrove... ,Pertamina Holds Beach Clean-Up and Mangrove Planting Action
250,Minahasa Utara,Sulawesi Utara,"PT Adira Dinamika Multi Finance, Tbk. (Adira Finance) dan Danamon, Home Credit Indonesia, Zurich Asuransi Indonesia","Dukung Keberlanjutan Lingkungan, Adira Finance Tanam 3.500 Mangrove di Likupang",3500,seedlings,3500 bibit mangrove ditanam,2025,√,https://infoekonomi.id/2025/02/dukung-keberlanjutan-lingkungan-adira-finance-tanam-3-500-mangrove-di-likupang/,"Dukung Keberlanjutan Lingkungan, Adira Finance Tanam 3.500 Mangrove di Likupang","Supporting Environmental Sustainability, Adira Finance Plants 3,500 Mangroves in Likupang"
251,Minahasa Utara,Sulawesi Utara,PT Bhineka Mancawisata ,"Bersama Joune Ganda, PT Bhineka Mancawisata Tanam 2.000 Bibit Mangrove di Area Manado Eco Family Hotel ",2000,seedlings,2000 bibit mangrove ditanam,2022,√,https://news.google.com/rss/articles/CBMixgFBVV95cUxNYVlYbDVOQWF5Q3dVNEhhTTRCbDl3STY3a2YydnA4T2ZObWw2UC1aYnhjbjNKbXdUUmFDRVBLR2tmQ0daNGpNQmlOellVTl9yejZacWpqeVdZVkhmUGZpd3pWWW0yTFAyRXluSWRMTGJKSDlpSkVGUFJqQjFzQUYyT0lGVzVFVHlnTmc1RjNqWHBvdXpfT0xCR0VnR0xTbjVrNGxvb1lFbnI1S19SWEFJLTlZQk1lMlotM1dZaXh6cDVjUWp1eEE?oc=5&hl=en-ID&gl=ID&ceid=ID:en,"Bersama Joune Ganda, PT Bhineka Mancawisata Tanam 2.000 Bibit Mangrove di Area Manado Eco Family Hotel ","With Joune Ganda, PT Bhineka Mancawisata Plants 2,000 Mangroves at Manado Eco Family Hotel Area"
